id,original_language,overview,popularity,release_date,title,vote_average,vote_count
591,en,"A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",44.816,17-05-2006,The Da Vinci Code,6.724,9348
63311,es,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,38.317,17-08-2011,The Skin I Live In,7.5,4229
845111,fr,"D'Artagnan, on a quest to rescue the abducted Constance, runs into the mysterious Milady de Winter again. The tension between the Catholics and the Protestants finally escalates, as the king declares war — forcing the now four musketeers into battle. But as the war goes on, they are tested physically, mentally and emotionally.",36.113,13-12-2023,The Three Musketeers: Milady,6.438,668
1147114,fr,"It’s Christmas! Small-town mayoress Carole helps the inhabitants of her municipality with the festivities while her devoted husband Alain organises the Christ- mas Eve celebrations at home. The kids arrive, and soon all hopes of a peaceful Christmas melt away as the family traditions are challenged. Wine is okay but only if it’s natural, Christmas decorations must remain unlit and no more foie gras for Alain... On earth as well as around the table, climate is warming up while everybody’s waiting for the big news that the eldest daughter is supposed to announce.",39.241,14-11-2024,Christmas Carole,5.875,4
726209,en,A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices—and two strangers appear at their door.,39.359,22-11-2023,Leave the World Behind,6.412,2590
338967,en,"Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.",41.07,09-10-2019,Zombieland: Double Tap,6.924,5737
10096,en,"A girl who's sick of the social strictures of junior high is transformed into a grownup overnight. In this feel-good fairy tale, teenager Jenna wants a boyfriend, and when she's unable to find one, she fantasizes about being a well-adjusted adult. Suddenly, her secret desire becomes a reality, and she is transformed into a 30-year-old, but adulthood, with its own set of male-female challenges, isn't as easy as it looks.",36.061,13-04-2004,13 Going on 30,6.8,5142
10066,en,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,34.806,05-05-2005,House of Wax,6,3032
8009,en,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,36.055,07-03-1986,Highlander,6.876,2631
657,en,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy.",42.555,10-10-1963,From Russia with Love,7.063,2998
24238,en,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",36.806,09-04-2009,Mary and Max,7.9,2001
4488,en,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,37.804,09-05-1980,Friday the 13th,6.4,2971
1215185,es,"Basque Country, Spain, late nineties. A young policewoman manages to infiltrate the ruthless terrorist gang ETA.",49.496,11-10-2024,Undercover,7.2,22
23827,en,"After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic but is certainly the most active in the middle of the night.",33.304,14-09-2007,Paranormal Activity,6.008,5047
9426,en,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one.",37.052,15-08-1986,The Fly,7.4,4463
1001835,en,"A grieving detective in the near-future hunts down criminals who trade artificial humans on the black market. In the fight to end AI exploitation, an underground resistance attempts to infiltrate him by sabotaging the programming of the artificial human assigned as his companion to behave like his late wife. She begins to question her reality as memories of a past life begin to surface in a world where nothing is as it seems.",37.822,12-08-2022,Wifelike,6.737,278
308266,en,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",41.055,18-08-2016,War Dogs,6.9,4946
1427,en,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",42.799,13-09-2006,Perfume: The Story of a Murderer,7.362,4568
795514,en,"In the wake of a school tragedy, Vada, Mia and Quinton form a unique and dynamic bond as they navigate the never linear, often confusing journey to heal in a world that feels forever changed.",47.807,17-03-2021,The Fallout,7.6,1140
1234821,en,"Five years after the events of Jurassic World Dominion, covert operations expert Zora Bennett is contracted to lead a skilled team on a top-secret mission to secure genetic material from the world's three most massive dinosaurs. When Zora's operation intersects with a civilian family whose boating expedition was capsized, they all find themselves stranded on an island where they come face-to-face with a sinister, shocking discovery that's been hidden from the world for decades.",42.416,02-07-2025,Jurassic World Rebirth,0,0
9360,en,"A 'National Geographic' film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest — and deadliest — snake.",40.791,11-04-1997,Anaconda,5.2,2492
13811,en,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,47.293,19-03-2009,Knowing,6.213,5336
9567,en,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",48.04,07-03-2003,Tears of the Sun,6.9,2354
924482,en,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way.",38.055,18-02-2022,The Ledge,6.596,353
293670,ko,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,39.543,12-05-2016,The Wailing,7.355,1744
975022,en,"Eden goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life.",35.987,07-04-2023,You're Killing Me,5.795,39
19119,en,"Londoner Harry Fabian is a second-rate con man looking for an angle. After years of putting up with Harry's schemes, his girlfriend, Mary, becomes fed up when he taps her for yet another loan.",30.036,15-06-1950,Night and the City,7.475,257
175112,en,"Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",39.788,13-02-2014,Tinker Bell and the Pirate Fairy,6.935,1008
415,en,Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,34.532,20-06-1997,Batman & Robin,4.365,5034
792614,fr,"Since his wife's death, Andrew Blake is depressed. In an ultimate impetus, he leaves London to go back to France, in the house he met her. This journey through happy days memories won't go as planned.",33.066,01-11-2023,Mr. Blake At Your Service!,6.6,58
534,en,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",42.783,20-05-2009,Terminator Salvation,6.062,6497
480414,en,"In 1970s Los Angeles, ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own young kids are soon drawn into a frightening supernatural realm.",35.157,17-04-2019,The Curse of La Llorona,5.7,2449
602063,ja,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",34.036,23-04-2021,Rurouni Kenshin: The Final,7.7,477
758330,en,"Nancy Stokes, a retired schoolteacher, is pretty sure she has never had good sex. Now that her husband has died, she is determined to take a tour of sexual vistas that until now she has only imagined. She even has a plan; it involves an anonymous hotel room, and a sex worker who calls himself Leo Grande.",36.79,16-06-2022,"Good Luck to You, Leo Grande",6.948,530
666035,en,"Follows a police officer who must retrieve an eyewitness and escort her after a cartel shooting leaves several DEA agents dead, but then he must decide who to trust when they discover that the attack was executed by American forces.",49.179,01-04-2024,Wanted Man,6.7,81
310307,en,"The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",34.522,24-11-2016,The Founder,7.132,4952
10634,en,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",38.265,26-04-1995,Friday,7.148,1822
49047,en,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",44.767,03-10-2013,Gravity,7.2,15376
901060,en,A recent parolee gets a Mexican witch to resurrect his old posse so that they can help him save a woman's ranch from a ruthless drug lord.,40.292,11-10-2024,Seven Cemeteries,5.1,11
293167,en,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",49.09,08-03-2017,Kong: Skull Island,6.544,10480
667,en,A mysterious spacecraft captures Russian and American space capsules and brings the two superpowers to the brink of war. James Bond investigates the case in Japan and comes face to face with his archenemy Blofeld.,46.759,13-06-1967,You Only Live Twice,6.576,2204
1241674,en,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,33.465,28-06-2024,The Last Breath,6.4,87
7443,en,"The creators of Wallace & Gromit bring you an exciting and original story about a group of chickens determined to fly the coop–even if they can’t fly! It’s hardly poultry in motion when Rocky attempts to teach Ginger and her feathered friends to fly…but, with teamwork, determination and a little bit o’ cluck, the fearless flock plots one last attempt in a spectacular bid for freedom.",40.009,23-06-2000,Chicken Run,6.823,5058
579974,te,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,43.525,24-03-2022,RRR,7.7,1335
544,en,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",32.508,15-07-1998,There's Something About Mary,6.603,4952
752,en,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",39.257,23-02-2006,V for Vendetta,7.897,14546
2502,en,"A CIA operation to purchase classified Russian documents is blown by a rival agent, who then shows up in the sleepy seaside village where Bourne and Marie have been living. The pair run for their lives and Bourne, who promised retaliation should anyone from his former life attempt contact, is forced to once again take up his life as a trained assassin to survive.",33.254,23-07-2004,The Bourne Supremacy,7.3,7526
13700,en,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",34.752,02-04-2004,Home on the Range,6.06,2044
1137205,en,"A rural roadside diner becomes the host of a maniacal killing spree – leaving a young waitress to clean up the mess. After hard-headed Nancy fires the staff at her dad’s diner, she decides to cover the last shift of the night by herself. Little does she know, she is far from alone. The day is coming back to haunt her and when things begin to spiral out of control, she must fight for her life over the course of one long night.",38.446,20-09-2024,Last Straw,6.4,51
206487,en,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",33.499,28-08-2014,Predestination,7.432,6481
254320,en,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",33.498,15-10-2015,The Lobster,7.046,6259
943542,en,"For confident millennial Katie, three days of angry, sexy roommates, a cheating girlfriend and a lemonade stand are no problem at all.",44.039,07-10-2021,Stealing Lust,5,1
13448,en,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",38.241,23-04-2009,Angels & Demons,6.717,6814
103663,da,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",36.992,13-06-2012,The Hunt,8.1,4226
12242,en,"Fa Mulan gets the surprise of her young life when her love, Captain Li Shang asks for her hand in marriage. Before the two can have their happily ever after, the Emperor assigns them a secret mission, to escort three princesses to Chang'an, China. Mushu is determined to drive a wedge between the couple after he learns that he will lose his guardian job if Mulan marries into the Li family.",37.99,03-11-2004,Mulan II,6.504,2373
11824,en,When a shy teenager's new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.,48.878,23-08-1985,Teen Wolf,6.192,1153
813,en,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,36.986,02-07-1980,Airplane!,7.296,4516
2503,en,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",41.487,03-08-2007,The Bourne Ultimatum,7.4,7712
1030598,he,"28-year-old Guy and his best friend, Joy, are enjoying the gay pride parade to the fullest when their bliss is abruptly put to an end by a deadly shooting that occurs during the event. Fleeing the scene into the safety of Guy’s home, they take along a fellow pride goer, Dan, who seems to be in shock. With the shooter still on the run, Guy and Dan fall into a night full of sex, drugs and paranoia.",36.377,29-12-2022,In Bed,5.5,4
5879,ja,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",42.98,15-09-1976,In the Realm of the Senses,6.6,628
1030598,he,"28-year-old Guy and his best friend, Joy, are enjoying the gay pride parade to the fullest when their bliss is abruptly put to an end by a deadly shooting that occurs during the event. Fleeing the scene into the safety of Guy’s home, they take along a fellow pride goer, Dan, who seems to be in shock. With the shooter still on the run, Guy and Dan fall into a night full of sex, drugs and paranoia.",36.377,29-12-2022,In Bed,5.5,4
5879,ja,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",42.98,15-09-1976,In the Realm of the Senses,6.6,628
68724,en,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes, a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",31.981,07-08-2013,Elysium,6.513,8873
330459,en,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,38.586,14-12-2016,Rogue One: A Star Wars Story,7.493,15320
966576,en,"Agatha Armstrong and her trusty sidekick Mrs. Mac were once the world’s most daring adventurers. But when her son Ant came along, everything quickly changed and her devil-may-care ways took a backseat to being over-protective and terrified of anything that posed a risk to her family.",34.897,22-06-2023,The Quest for Tom Sawyer's Gold,5.808,13
1954,en,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",30.22,17-01-2004,The Butterfly Effect,7.6,7564
682075,en,A teenager summons the courage to help a friendly robot known as A.R.I. kidnapped by a ruthless lab director working for a powerful corporation seeking to turn him into a dangerous weapon in order to rule the world.,46.245,13-01-2022,The Adventure of A.R.I.: My Robot Friend,6.4,17
1966,en,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",30.467,21-11-2004,Alexander,5.942,3275
290595,en,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",39.468,06-04-2016,The Huntsman: Winter's War,6.285,4810
1253971,en,"Pioneering documentary maker Philomena Cunk returns with her most ambitious quest to date: venturing right up the universe and everything to examine life and existence in an attempt to find out the point of it all. Along the way, she interrogates experts on subjects from the big bang to biology and art to artificial intelligence. Really get to the nub of it.",39.473,05-12-2024,Cunk on Life,7.6,52
416494,en,"After being uprooted by his parents' separation and unable to fit into his new hometown, a teenager stumbles upon a magical app that causes his social media updates to come true.",44.463,09-02-2018,Status Update,7.3,530
9358,en,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.",31.957,31-01-2003,Final Destination 2,6.244,4084
9362,en,"Val McKee and Earl Bassett are in a fight for their lives when they discover that their desolate town has been infested with gigantic, man-eating creatures that live below the ground.",33.956,19-01-1990,Tremors,6.9,3267
768744,ja,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-class selected hero team. It’s up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",38.969,06-08-2021,My Hero Academia: World Heroes' Mission,7.6,559
416148,fr,"Rocco Siffredi is to pornography what Mike Tyson is to boxing or Mick Jagger is to rock’n’roll: a living legend. His mother wanted him to be a priest; with her blessing he became a hardcore performer, devoting his life to one God only: Desire. Rocco Siffredi reveals all, even if it sometimes means busting his own myth: his true story, beginnings, career, wife and children… and the ultimate revelation that will change his life forever.",37.46,30-11-2016,Rocco,5.6,171
96721,en,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",38.457,02-09-2013,Rush,7.7,7171
1397314,sv,"On Aug. 28, 2016, Tim Bergling, better known as Avicii, graced the stage of the Ushuaïa nightclub in Ibiza for what would be his final performance.",42.826,30-12-2024,Avicii - My Last Show,7.3,19
9543,en,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",38.704,19-05-2010,Prince of Persia: The Sands of Time,6.3,6764
1948,en,"Chev Chelios, a hit man wanting to go straight, lets his latest target slip away. Then he awakes the next morning to a phone call that informs him he has been poisoned and has only an hour to live unless he keeps adrenaline coursing through his body while he searches for an antidote.",35.2,31-08-2006,Crank,6.647,3798
7278,en,"The heroic Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag group of thirteen Spartans to defend their homeland against the invading Persians (whose ranks include Ghost Rider, Rocky Balboa, the Transformers, and a hunchbacked Paris Hilton). No one is safe when the Spartans take on the biggest icons in pop culture!",34.95,24-01-2008,Meet the Spartans,4.082,1696
1035982,en,"A group of cold case investigators stay at the Carmichael Manor, site of the grisly and unsolved murders of the Carmichael family back in the eighties. After four nights, the group was never heard from again. What is discovered on their footage is even more disturbing than anything found on the Hell House tapes.",29.989,24-10-2023,Hell House LLC Origins - The Carmichael Manor,6.425,114
583083,en,"With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",45.457,24-07-2020,The Kissing Booth 2,7.6,4994
81005,en,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",36.448,27-02-2013,Jack the Giant Slayer,5.846,4908
65,en,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",36.946,08-11-2002,8 Mile,7.139,7303
111190,en,"Lil and Roz are two lifelong friends, having grown up together as neighbors in an idyllic beach town. As adults, their sons have developed a friendship as strong as that which binds their mothers. One summer, all four are confronted by simmering emotions that have been mounting between them, and each find unexpected happiness in relationships that cross the bounds of convention.",34.945,03-04-2013,Adore,6.1,971
481084,en,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",41.699,10-10-2019,The Addams Family,6.6,2347
94329,id,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",38.941,22-03-2012,The Raid,7.41,3465
223702,en,Hot dog Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,45.442,11-07-2016,Sausage Party,5.7,7304
1268749,id,"Zia, a young girl from Djarot, a thug nicknamed Gali, married his daughter Danang who is actually the leader of PETRUS (MYSTERIOUS SHOOTER). When Danang no longer needs Djarot and the Gali that he has been using, Danang decides to kill and slaughter them all. Since then, the restless spirits of the dead Gali have appeared, becoming a group of ghosts carrying coffins that scare the villagers called “KROMOLEO”, anyone who witnesses the Kromoleo will die because of the terror of the Kromoleo. Zia is trapped between 2 choices, choosing Danang, her grandfather or Djarot, her father.",32.75,22-08-2024,Kromoleo: The Haunting,3.2,6
587807,en,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",47.448,10-02-2021,Tom & Jerry,6.8,2450
1290213,th,"Nakrob, a young real estate swindler, discovers an abandoned hillside hotel by the beach. Seeing an opportunity, he decides to turn it into a luxury hotel scam.",30.168,28-11-2024,404 Run Run,5.8,3
764,en,"In 1979, a group of college students find a Sumerian Book of the Dead in an old wilderness cabin they've rented for a weekend getaway.",37.436,10-09-1981,The Evil Dead,7.3,4020
1174481,ca,"Inspired on the true story of Manolo Vital, a bus driver who helped create the modern Barcelona during the 1970s city's boom.",32.149,06-09-2024,The 47,7.466,44
550776,en,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",48.31,30-09-2018,Believe Me: The Abduction of Lisa McVey,8.1,625
927,en,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, unleashing a horde of mischievous gremlins on a small town.",43.426,08-06-1984,Gremlins,7.122,6408
828613,en,"Two strangers believe in love but never seem to be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on one stormy New Year's Eve.",41.447,08-09-2022,About Fate,7.439,426
617,en,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",33.172,20-03-1998,Wild Things,6.4,1746
1372665,es,"After a plane crash, four indigenous children fight to survive in the Colombian Amazon using ancestral wisdom as an unprecedented rescue mission unfolds.",39.014,13-11-2024,The Lost Children,7.7,43
18095,ja,"Son Goku Jr. is the great-great-great-great-grandson of the legendary martial artist Son Goku. However, unlike his predecessor he's not a brave fighter. He's constantly picked on by school bullies, his grandmother Pan sees this and she's worried, but even though Goku Jr. is not a strong and powerful Saiyan, he has a kind heart, and Pan loves him. When Pan gets sick Goku Jr. realizes he must do something if he doesn't want to lose Pan. Then he will remember about the legends of the Dragon Balls. It was told they granted a wish to the bearer, Goku Jr. needs a magical wish more than ever.",27.671,26-03-1997,Dragon Ball GT: A Hero's Legacy,6.8,336
86834,en,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,33.172,07-03-2014,Noah,5.7,6226
1333100,ja,"A colossal-sized omnibus film bringing together the last two episodes of Attack on Titan in the franchise's first-ever theatrical experience. After venturing beyond the walls and separated from his comrades, Eren finds himself inspired by this new truth and plots the ""Rumbling,"" a terrifying plan to eradicate every living thing in the world. With the fate of the world hanging in the balance, a motley crew of Eren's former comrades and enemies scramble to halt his deadly mission. The only question is, can they stop him?",32.91,08-11-2024,Attack on Titan: THE LAST ATTACK,9.6,7
79443,en,"When Grouchy Smurf behaves badly to everyone and refuses to celebrate Christmas, the Smurfs of Christmas Past, Present and Future teach him to appreciate Christmas.",46.171,02-12-2011,The Smurfs: A Christmas Carol,6.7,259
580116,ja,"Yahagi Michiko is accosted and raped walking home one evening. From there she maneuvers the logistics of the police, hospital, and criminal justice system while balancing her home life including romantic relationships.",39.548,15-05-1982,The Rape,4,6
70160,en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",42.683,12-03-2012,The Hunger Games,7.2,22066
16119,en,"When Lady Tremaine steals the Fairy Godmother's wand and changes history, it's up to Cinderella to restore the timeline and reclaim her prince.",40.662,06-02-2007,Cinderella III: A Twist in Time,6.539,1257
971606,en,"Melody Brooks, a sixth grader with cerebral palsy, has a quick wit and a sharp mind, but because she is non-verbal and uses a wheelchair, she is not given the same opportunities as her classmates. When a young educator notices her student's untapped potential and Melody starts to participate in mainstream education, Melody shows that what she has to say is more important than how she says it.",29.833,19-01-2024,Out of My Mind,7.7,54
985932,tl,"A photographer is tasked to take a photo of a rare flower thriving in the mountain, but he discovers women trapped in a hidden brothel for illegal loggers.",28.408,24-06-2022,Virgin Forest,5.5,16
6957,en,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",26.658,11-08-2005,The 40 Year Old Virgin,6.404,6715
1008953,en,Their first week of high school. The biggest party of the year. Mistakes will be made as four teenage boys navigate a night of mayhem and debauchery.,38.038,22-08-2024,Incoming,6.2,254
22538,en,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",31.904,12-08-2010,Scott Pilgrim vs. the World,7.5,7906
